"year";"age";"qx";"lx";"dx";"ex"
1847;68;0,06279;20510;1288;8,78
1847;69;0,06821;19222;1311;8,34
1847;70;0,06614;17911;1185;7,91
1847;71;0,07454;16726;1247;7,43
1847;72;0,09324;15479;1443;6,99
1847;73;0,09723;14036;1365;6,66
1847;74;0,10489;12671;1329;6,32
1847;75;0,10806;11342;1226;6,01
1847;76;0,1111;10117;1124;5,67
1847;77;0,12319;8993;1108;5,32
1847;78;0,13422;7885;1058;5
1847;79;0,14643;6827;1000;4,69
1847;80;0,16169;5827;942;4,41
1847;81;0,17444;4885;852;4,17
1847;82;0,1882;4033;759;3,94
1847;83;0,20242;3274;663;3,74
1847;84;0,21566;2611;563;3,56
1847;85;0,22646;2048;464;3,4
1847;86;0,23618;1584;374;3,25
1847;87;0,24515;1210;297;3,1
1847;88;0,25411;913;232;2,95
1847;89;0,26486;681;180;2,78
1847;90;0,29466;501;148;2,6
1847;91;0,30943;353;109;2,48
1847;92;0,32429;244;79;2,36
1847;93;0,33918;165;56;2,26
1847;94;0,35406;109;39;2,16
1847;95;0,36885;70;26;2,07
1847;96;0,3835;44;17;1,98
1847;97;0,39795;27;11;1,9
1847;98;0,41216;16;7;1,83
1847;99;0,42607;10;4;1,76
1847;100;0,43964;6;2;1,7
1847;101;0,45283;3;1;1,64
1847;102;0,4656;2;1;1,59
1847;103;0,47792;1;0;1,54
1847;104;0,48978;0;0;1,5
1847;105;0,50115;0;0;1,46
1847;106;0,51203;0;0;1,42
1847;107;0,52239;0;0;1,39
1847;108;0,53224;0;0;1,36
1847;109;0,54158;0;0;1,33
1847;110;1;0;0;1,32
1848;0;0,1295;1e+05;12950;37,89
1848;1;0,06907;87050;6013;42,47
1848;2;0,04363;81037;3536;44,59
1848;3;0,02767;77502;2144;45,6
1848;4;0,01972;75357;1486;45,88
1848;5;0,01533;73871;1133;45,79
1848;6;0,01321;72738;961;45,5
1848;7;0,01303;71778;935;45,1
1848;8;0,01127;70843;798;44,69
1848;9;0,01204;70045;843;44,19
1848;10;0,01095;69202;758;43,73
1848;11;0,00944;68444;646;43,2
1848;12;0,00853;67798;578;42,61
1848;13;0,00812;67220;546;41,97
1848;14;0,00834;66674;556;41,31
1848;15;0,00912;66118;603;40,66
1848;16;0,00981;65515;642;40,03
1848;17;0,01034;64873;671;39,42
1848;18;0,01067;64202;685;38,82
1848;19;0,01077;63518;684;38,24
1848;20;0,01106;62834;695;37,65
1848;21;0,01083;62139;673;37,06
1848;22;0,01045;61466;642;36,46
1848;23;0,01036;60823;630;35,84
1848;24;0,01005;60193;605;35,21
1848;25;0,01001;59588;597;34,57
1848;26;0,01011;58992;596;33,91
1848;27;0,01047;58395;611;33,25
1848;28;0,01092;57784;631;32,6
1848;29;0,01141;57153;652;31,95
1848;30;0,01222;56501;690;31,32
1848;31;0,01158;55811;646;30,7
1848;32;0,0117;55165;646;30,05
1848;33;0,0128;54519;698;29,4
1848;34;0,01282;53821;690;28,77
1848;35;0,01351;53131;718;28,14
1848;36;0,01361;52413;713;27,52
1848;37;0,01346;51700;696;26,89
1848;38;0,01433;51004;731;26,25
1848;39;0,01493;50273;751;25,63
1848;40;0,01529;49523;757;25,01
1848;41;0,01464;48765;714;24,39
1848;42;0,01559;48051;749;23,74
1848;43;0,01785;47302;844;23,11
1848;44;0,01807;46458;839;22,52
1848;45;0,01854;45619;846;21,93
1848;46;0,01767;44773;791;21,33
1848;47;0,01688;43982;742;20,71
1848;48;0,01815;43239;785;20,05
1848;49;0,01957;42455;831;19,42
1848;50;0,02021;41624;841;18,79
1848;51;0,01918;40783;782;18,17
1848;52;0,02077;40000;831;17,52
1848;53;0,02518;39170;986;16,88
1848;54;0,02602;38183;994;16,3
1848;55;0,0266;37190;989;15,72
1848;56;0,0263;36200;952;15,14
1848;57;0,02665;35248;939;14,53
1848;58;0,02997;34309;1028;13,92
1848;59;0,03389;33281;1128;13,33
1848;60;0,03717;32153;1195;12,78
1848;61;0,03512;30958;1087;12,26
1848;62;0,0379;29870;1132;11,68
1848;63;0,04781;28738;1374;11,13
1848;64;0,05059;27364;1384;10,66
1848;65;0,05229;25980;1359;10,2
1848;66;0,05238;24621;1290;9,74
1848;67;0,05324;23332;1242;9,25
1848;68;0,0594;22090;1312;8,74
1848;69;0,06825;20777;1418;8,26
1848;70;0,07531;19359;1458;7,83
1848;71;0,07393;17901;1323;7,42
1848;72;0,08379;16578;1389;6,98
1848;73;0,1044;15189;1586;6,57
1848;74;0,10766;13603;1465;6,28
1848;75;0,11432;12139;1388;5,97
1848;76;0,1158;10751;1245;5,68
1848;77;0,11777;9506;1120;5,36
1848;78;0,13004;8386;1091;5,01
1848;79;0,14202;7296;1036;4,68
1848;80;0,16101;6260;1008;4,37
1848;81;0,17535;5252;921;4,11
1848;82;0,19058;4331;825;3,88
1848;83;0,20623;3506;723;3,68
1848;84;0,22077;2783;614;3,5
1848;85;0,23239;2168;504;3,36
1848;86;0,24299;1664;404;3,22
1848;87;0,25265;1260;318;3,09
1848;88;0,26012;942;245;2,97
1848;89;0,26596;697;185;2,84
1848;90;0,2875;511;147;2,68
1848;91;0,30088;364;110;2,57
1848;92;0,31437;255;80;2,45
1848;93;0,32792;175;57;2,35
1848;94;0,34149;117;40;2,25
1848;95;0,35504;77;27;2,16
1848;96;0,36851;50;18;2,08
1848;97;0,38186;31;12;2
1848;98;0,39506;19;8;1,93
1848;99;0,40807;12;5;1,86
1848;100;0,42083;7;3;1,8
1848;101;0,43333;4;2;1,74
1848;102;0,44553;2;1;1,68
1848;103;0,45739;1;1;1,63
1848;104;0,4689;1;0;1,58
1848;105;0,48004;0;0;1,54
1848;106;0,49078;0;0;1,5
1848;107;0,50112;0;0;1,46
1848;108;0,51105;0;0;1,43
1848;109;0,52055;0;0;1,41
1848;110;1;0;0;1,39
1849;0;0,13907;1e+05;13907;34,51
1849;1;0,07069;86093;6086;39,02
1849;2;0,04603;80007;3683;40,95
1849;3;0,0349;76324;2664;41,91
1849;4;0,02607;73660;1920;42,4
1849;5;0,02146;71740;1540;42,52
1849;6;0,01746;70200;1225;42,45
1849;7;0,01583;68975;1092;42,19
1849;8;0,01384;67883;940;41,86
1849;9;0,01269;66943;849;41,44
1849;10;0,01183;66094;782;40,97
1849;11;0,01115;65312;728;40,45
1849;12;0,01062;64584;686;39,9
1849;13;0,01037;63898;663;39,33
1849;14;0,01028;63235;650;38,73
1849;15;0,0104;62586;651;38,13
1849;16;0,01069;61935;662;37,53
1849;17;0,01096;61273;672;36,93
1849;18;0,01129;60601;684;36,33
1849;19;0,01169;59917;701;35,74
1849;20;0,01209;59216;716;35,16
1849;21;0,01284;58500;751;34,58
1849;22;0,01295;57749;748;34,02
1849;23;0,01289;57001;735;33,46
1849;24;0,01314;56266;740;32,89
1849;25;0,013;55526;722;32,32
1849;26;0,01318;54805;722;31,74
1849;27;0,01344;54082;727;31,16
1849;28;0,01396;53355;745;30,58
1849;29;0,01456;52610;766;30
1849;30;0,01518;51845;787;29,44
1849;31;0,01626;51058;830;28,89
1849;32;0,01551;50227;779;28,36
1849;33;0,01583;49449;783;27,79
1849;34;0,01749;48666;851;27,23
1849;35;0,01772;47815;847;26,71
1849;36;0,01869;46967;878;26,18
1849;37;0,01872;46089;863;25,67
1849;38;0,01846;45226;835;25,15
1849;39;0,01948;44392;865;24,62
1849;40;0,02001;43527;871;24,09
1849;41;0,02017;42656;860;23,58
1849;42;0,01895;41796;792;23,05
1849;43;0,01974;41003;809;22,49
1849;44;0,02191;40194;880;21,93
1849;45;0,0214;39314;842;21,41
1849;46;0,02136;38472;822;20,87
1849;47;0,01999;37650;753;20,31
1849;48;0,01893;36898;699;19,72
1849;49;0,02035;36199;737;19,09
1849;50;0,02213;35462;785;18,47
1849;51;0,023;34677;798;17,88
1849;52;0,02197;33880;744;17,29
1849;53;0,02391;33135;792;16,67
1849;54;0,02895;32343;936;16,06
1849;55;0,02986;31407;938;15,53
1849;56;0,03063;30469;933;14,99
1849;57;0,03035;29536;896;14,45
1849;58;0,0307;28640;879;13,88
1849;59;0,03429;27760;952;13,31
1849;60;0,03836;26809;1028;12,76
1849;61;0,0414;25780;1067;12,25
1849;62;0,03873;24713;957;11,76
1849;63;0,04152;23756;986;11,21
1849;64;0,05195;22770;1183;10,67
1849;65;0,0549;21587;1185;10,23
1849;66;0,05715;20402;1166;9,8
1849;67;0,05752;19236;1106;9,36
1849;68;0,05876;18129;1065;8,9
1849;69;0,06577;17064;1122;8,43
1849;70;0,07548;15942;1203;7,98
1849;71;0,08284;14738;1221;7,6
1849;72;0,08086;13517;1093;7,24
1849;73;0,09114;12424;1132;6,83
1849;74;0,11248;11292;1270;6,46
1849;75;0,11471;10022;1150;6,22
1849;76;0,12115;8872;1075;5,96
1849;77;0,12175;7797;949;5,71
1849;78;0,12272;6848;840;5,44
1849;79;0,13384;6008;804;5,13
1849;80;0,1506;5204;784;4,84
1849;81;0,16077;4420;711;4,61
1849;82;0,17135;3709;636;4,4
1849;83;0,18198;3074;559;4,2
1849;84;0,19154;2514;482;4,03
1849;85;0,19863;2033;404;3,86
1849;86;0,20514;1629;334;3,7
1849;87;0,2125;1295;275;3,52
1849;88;0,22115;1020;226;3,34
1849;89;0,24534;794;195;3,14
1849;90;0,25737;599;154;3
1849;91;0,26962;445;120;2,87
1849;92;0,28205;325;92;2,75
1849;93;0,29462;233;69;2,63
1849;94;0,30731;165;51;2,52
1849;95;0,32008;114;37;2,42
1849;96;0,33288;78;26;2,32
1849;97;0,34569;52;18;2,23
1849;98;0,35845;34;12;2,15
1849;99;0,37115;22;8;2,07
1849;100;0,38373;14;5;1,99
1849;101;0,39617;8;3;1,93
1849;102;0,40843;5;2;1,86
1849;103;0,42048;3;1;1,8
1849;104;0,43229;2;1;1,75
1849;105;0,44384;1;0;1,69
1849;106;0,45509;1;0;1,65
1849;107;0,46604;0;0;1,6
1849;108;0,47665;0;0;1,56
1849;109;0,48692;0;0;1,53
1849;110;1;0;0;1,51
1850;0;0,12877;1e+05;12877;42,1
1850;1;0,0551;87123;4800;47,28
1850;2;0,03087;82323;2541;49
1850;3;0,02233;79781;1781;49,55
1850;4;0,01819;78000;1419;49,67
1850;5;0,01365;76581;1045;49,58
1850;6;0,01164;75536;879;49,26
1850;7;0,01048;74657;782;48,83
1850;8;0,00934;73874;690;48,34
1850;9;0,00887;73184;649;47,8
1850;10;0,00818;72535;593;47,22
1850;11;0,00763;71942;549;46,6
1850;12;0,00735;71393;525;45,96
1850;13;0,00724;70868;513;45,3
1850;14;0,00738;70355;519;44,62
1850;15;0,00767;69836;536;43,95
1850;16;0,00798;69300;553;43,29
1850;17;0,00836;68747;575;42,63
1850;18;0,00867;68172;591;41,99
1850;19;0,00893;67581;603;41,35
1850;20;0,00921;66978;617;40,72
1850;21;0,00941;66361;625;40,09
1850;22;0,00985;65736;647;39,47
1850;23;0,00977;65089;636;38,85
1850;24;0,00964;64453;621;38,23
1850;25;0,00975;63831;622;37,6
1850;26;0,00951;63209;601;36,96
1850;27;0,00951;62608;596;36,31
1850;28;0,00952;62013;591;35,66
1850;29;0,00966;61422;593;35
1850;30;0,00986;60829;600;34,33
1850;31;0,01018;60229;613;33,67
1850;32;0,01085;59616;647;33,01
1850;33;0,01034;58969;610;32,37
1850;34;0,01061;58359;619;31,7
1850;35;0,01178;57740;680;31,04
1850;36;0,01185;57060;676;30,4
1850;37;0,01234;56384;696;29,76
1850;38;0,01215;55688;677;29,12
1850;39;0,01179;55012;649;28,48
1850;40;0,01222;54363;664;27,81
1850;41;0,01232;53699;662;27,15
1850;42;0,01226;53037;650;26,48
1850;43;0,01143;52387;599;25,8
1850;44;0,01188;51789;615;25,09
1850;45;0,01321;51173;676;24,39
1850;46;0,01312;50497;662;23,71
1850;47;0,01349;49835;672;23,02
1850;48;0,01316;49163;647;22,33
1850;49;0,01307;48516;634;21,62
1850;50;0,01474;47882;706;20,9
1850;51;0,01654;47176;780;20,2
1850;52;0,01742;46395;808;19,53
1850;53;0,01666;45587;759;18,87
1850;54;0,01794;44828;804;18,18
1850;55;0,02124;44024;935;17,51
1850;56;0,02169;43089;935;16,87
1850;57;0,02236;42154;943;16,24
1850;58;0,02257;41211;930;15,6
1850;59;0,0235;40281;947;14,95
1850;60;0,0271;39334;1066;14,29
1850;61;0,031;38269;1186;13,68
1850;62;0,03393;37082;1258;13,1
1850;63;0,03214;35824;1151;12,54
1850;64;0,03462;34673;1200;11,94
1850;65;0,04314;33472;1444;11,35
1850;66;0,04575;32028;1465;10,84
1850;67;0,0482;30563;1473;10,34
1850;68;0,04916;29090;1430;9,84
1850;69;0,05114;27660;1414;9,32
1850;70;0,05824;26245;1529;8,79
1850;71;0,06729;24717;1663;8,31
1850;72;0,07426;23054;1712;7,87
1850;73;0,07285;21342;1555;7,46
1850;74;0,08241;19787;1631;7,01
1850;75;0,10158;18156;1844;6,59
1850;76;0,10418;16312;1699;6,28
1850;77;0,11148;14612;1629;5,95
1850;78;0,11384;12983;1478;5,64
1850;79;0,11747;11505;1352;5,3
1850;80;0,13943;10154;1416;4,94
1850;81;0,15257;8738;1333;4,65
1850;82;0,16602;7405;1229;4,4
1850;83;0,17921;6176;1107;4,18
1850;84;0,19099;5069;968;3,98
1850;85;0,20008;4101;820;3,81
1850;86;0,20872;3280;685;3,63
1850;87;0,21792;2596;566;3,46
1850;88;0,22821;2030;463;3,28
1850;89;0,24618;1567;386;3,11
1850;90;0,25936;1181;306;2,96
1850;91;0,27278;875;239;2,82
1850;92;0,28642;636;182;2,69
1850;93;0,30021;454;136;2,57
1850;94;0,31412;318;100;2,45
1850;95;0,3281;218;71;2,34
1850;96;0,34209;146;50;2,25
1850;97;0,35606;96;34;2,15
1850;98;0,36994;62;23;2,07
1850;99;0,3837;39;15;1,99
1850;100;0,39728;24;10;1,91
1850;101;0,41065;15;6;1,84
1850;102;0,42376;9;4;1,78
1850;103;0,43657;5;2;1,72
1850;104;0,44906;3;1;1,66
1850;105;0,46118;2;1;1,61
1850;106;0,47293;1;0;1,57
1850;107;0,48426;0;0;1,53
1850;108;0,49518;0;0;1,49
1850;109;0,50566;0;0;1,46
1850;110;1;0;0;1,44
1851;0;0,13202;1e+05;13202;41,73
1851;1;0,06456;86798;5604;47,03
1851;2;0,03567;81194;2896;49,24
1851;3;0,02286;78298;1790;50,04
1851;4;0,01647;76508;1260;50,2
1851;5;0,01371;75248;1031;50,03
1851;6;0,01196;74217;888;49,72
1851;7;0,01008;73329;739;49,32
1851;8;0,00905;72590;657;48,81
1851;9;0,00936;71932;673;48,26
1851;10;0,00835;71259;595;47,71
1851;11;0,00722;70665;510;47,1
1851;12;0,00661;70155;464;46,44
1851;13;0,00653;69691;455;45,75
1851;14;0,00689;69236;477;45,05
1851;15;0,00767;68758;527;44,36
1851;16;0,00834;68231;569;43,69
1851;17;0,00878;67662;594;43,06
1851;18;0,00915;67068;614;42,43
1851;19;0,00922;66454;613;41,82
1851;20;0,00908;65842;598;41,21
1851;21;0,00904;65244;590;40,58
1851;22;0,00907;64654;586;39,95
1851;23;0,00944;64068;605;39,31
1851;24;0,00946;63463;601;38,68
1851;25;0,0096;62862;603;38,04
1851;26;0,0099;62259;617;37,4
1851;27;0,00972;61643;599;36,77
1851;28;0,00969;61044;591;36,13
1851;29;0,00953;60452;576;35,48
1851;30;0,00941;59876;564;34,81
1851;31;0,00953;59312;565;34,14
1851;32;0,00992;58747;583;33,46
1851;33;0,01074;58164;625;32,79
1851;34;0,01055;57539;607;32,15
1851;35;0,01116;56933;635;31,48
1851;36;0,01246;56297;701;30,83
1851;37;0,01243;55596;691;30,22
1851;38;0,01269;54905;697;29,59
1851;39;0,01207;54208;654;28,96
1851;40;0,01128;53554;604;28,31
1851;41;0,01137;52950;602;27,63
1851;42;0,01128;52348;590;26,94
1851;43;0,01119;51757;579;26,24
1851;44;0,01057;51178;541;25,53
1851;45;0,0113;50637;572;24,8
1851;46;0,01293;50065;648;24,08
1851;47;0,01316;49417;650;23,39
1851;48;0,01378;48767;672;22,69
1851;49;0,01361;48095;654;22
1851;50;0,01352;47441;642;21,3
1851;51;0,01492;46799;698;20,58
1851;52;0,01635;46101;754;19,89
1851;53;0,01678;45348;761;19,21
1851;54;0,01563;44587;697;18,53
1851;55;0,01648;43890;723;17,82
1851;56;0,01962;43166;847;17,11
1851;57;0,0205;42319;867;16,44
1851;58;0,02188;41452;907;15,77
1851;59;0,02308;40545;936;15,11
1851;60;0,02502;39609;991;14,46
1851;61;0,02924;38618;1129;13,82
1851;62;0,03355;37489;1258;13,22
1851;63;0,03663;36231;1327;12,66
1851;64;0,03459;34904;1207;12,12
1851;65;0,03695;33696;1245;11,54
1851;66;0,0457;32451;1483;10,96
1851;67;0,04854;30968;1503;10,46
1851;68;0,05157;29465;1519;9,97
1851;69;0,05302;27945;1482;9,49
1851;70;0,05558;26464;1471;8,99
1851;71;0,06298;24993;1574;8,49
1851;72;0,07202;23419;1687;8,03
1851;73;0,07901;21732;1717;7,61
1851;74;0,07737;20015;1548;7,22
1851;75;0,08735;18467;1613;6,78
1851;76;0,10728;16854;1808;6,39
1851;77;0,1098;15046;1652;6,09
1851;78;0,11698;13394;1567;5,78
1851;79;0,11829;11827;1399;5,48
1851;80;0,1313;10428;1369;5,15
1851;81;0,14128;9059;1280;4,85
1851;82;0,15233;7779;1185;4,57
1851;83;0,16418;6594;1083;4,3
1851;84;0,17649;5511;973;4,05
1851;85;0,18904;4539;858;3,81
1851;86;0,20277;3681;746;3,58
1851;87;0,21805;2934;640;3,36
1851;88;0,23463;2294;538;3,16
1851;89;0,25162;1756;442;2,98
1851;90;0,26784;1314;352;2,81
1851;91;0,28438;962;274;2,66
1851;92;0,30117;689;207;2,52
1851;93;0,31813;481;153;2,38
1851;94;0,33517;328;110;2,26
1851;95;0,3522;218;77;2,15
1851;96;0,36913;141;52;2,05
1851;97;0,38588;89;34;1,95
1851;98;0,40236;55;22;1,87
1851;99;0,41849;33;14;1,79
1851;100;0,43421;19;8;1,72
1851;101;0,44944;11;5;1,65
1851;102;0,46415;6;3;1,59
1851;103;0,47828;3;2;1,54
1851;104;0,49179;2;1;1,49
1851;105;0,50466;1;0;1,44
1851;106;0,51688;0;0;1,4
1851;107;0,52842;0;0;1,36
1851;108;0,53929;0;0;1,33
1851;109;0,5495;0;0;1,31
1851;110;1;0;0;1,29
1852;0;0,13563;1e+05;13563;41,69
1852;1;0,0628;86437;5428;47,18
1852;2;0,03329;81009;2697;49,3
1852;3;0,02426;78312;1900;49,99
1852;4;0,01587;76413;1213;50,22
1852;5;0,01294;75200;973;50,02
1852;6;0,01161;74227;862;49,67
1852;7;0,00977;73364;717;49,24
1852;8;0,00902;72648;656;48,73
1852;9;0,00864;71992;622;48,16
1852;10;0,00788;71370;563;47,58
1852;11;0,00735;70808;520;46,95
1852;12;0,0071;70287;499;46,3
1852;13;0,00721;69788;503;45,63
1852;14;0,0077;69285;534;44,95
1852;15;0,00838;68752;576;44,3
1852;16;0,00896;68175;611;43,67
1852;17;0,0093;67565;628;43,06
1852;18;0,0094;66937;629;42,46
1852;19;0,00946;66308;627;41,86
1852;20;0,00926;65680;608;41,25
1852;21;0,00903;65072;587;40,63
1852;22;0,00897;64485;578;40
1852;23;0,00896;63907;573;39,35
1852;24;0,00927;63334;587;38,71
1852;25;0,00917;62747;576;38,06
1852;26;0,00918;62171;571;37,41
1852;27;0,00943;61600;581;36,75
1852;28;0,00929;61019;567;36,1
1852;29;0,00943;60452;570;35,43
1852;30;0,00955;59882;572;34,76
1852;31;0,0098;59310;581;34,1
1852;32;0,0102;58729;599;33,43
1852;33;0,01069;58130;621;32,77
1852;34;0,0114;57509;655;32,12
1852;35;0,01081;56853;615;31,48
1852;36;0,01095;56238;616;30,82
1852;37;0,01189;55623;661;30,15
1852;38;0,01183;54962;650;29,51
1852;39;0,0123;54311;668;28,86
1852;40;0,01215;53643;652;28,21
1852;41;0,01195;52991;633;27,55
1852;42;0,01242;52358;650;26,88
1852;43;0,01233;51708;637;26,21
1852;44;0,0119;51071;608;25,53
1852;45;0,01071;50463;541;24,83
1852;46;0,01102;49922;550;24,1
1852;47;0,01237;49372;611;23,36
1852;48;0,01265;48761;617;22,65
1852;49;0,01365;48145;657;21,93
1852;50;0,01406;47488;668;21,23
1852;51;0,01427;46820;668;20,52
1852;52;0,0159;46151;734;19,81
1852;53;0,01753;45418;796;19,12
1852;54;0,01795;44622;801;18,46
1852;55;0,01675;43821;734;17,78
1852;56;0,01813;43087;781;17,08
1852;57;0,02206;42306;933;16,39
1852;58;0,02339;41373;968;15,74
1852;59;0,0252;40405;1018;15,11
1852;60;0,02652;39387;1045;14,49
1852;61;0,02802;38342;1074;13,87
1852;62;0,03187;37268;1188;13,25
1852;63;0,03584;36080;1293;12,67
1852;64;0,03852;34787;1340;12,12
1852;65;0,03622;33447;1211;11,59
1852;66;0,03896;32236;1256;11,01
1852;67;0,04827;30980;1495;10,43
1852;68;0,05162;29484;1522;9,94
1852;69;0,05552;27963;1552;9,45
1852;70;0,05747;26410;1518;8,98
1852;71;0,06006;24892;1495;8,49
1852;72;0,0676;23397;1582;8
1852;73;0,07665;21816;1672;7,55
1852;74;0,08386;20143;1689;7,13
1852;75;0,08249;18454;1522;6,74
1852;76;0,09403;16932;1592;6,3
1852;77;0,11569;15340;1775;5,9
1852;78;0,11914;13565;1616;5,61
1852;79;0,128;11949;1529;5,3
1852;80;0,1362;10419;1419;5,01
1852;81;0,14752;9000;1328;4,72
1852;82;0,15966;7673;1225;4,45
1852;83;0,17257;6448;1113;4,2
1852;84;0,18541;5335;989;3,97
1852;85;0,1977;4346;859;3,76
1852;86;0,21069;3487;735;3,56
1852;87;0,22478;2752;619;3,38
1852;88;0,23919;2133;510;3,22
1852;89;0,24751;1623;402;3,07
1852;90;0,26163;1221;320;2,91
1852;91;0,27603;902;249;2,77
1852;92;0,29065;653;190;2,63
1852;93;0,30544;463;141;2,51
1852;94;0,32034;322;103;2,39
1852;95;0,3353;219;73;2,28
1852;96;0,35024;145;51;2,18
1852;97;0,36512;94;34;2,09
1852;98;0,37987;60;23;2
1852;99;0,39444;37;15;1,92
1852;100;0,40877;23;9;1,85
1852;101;0,42281;13;6;1,78
1852;102;0,43652;8;3;1,72
1852;103;0,44985;4;2;1,66
1852;104;0,46277;2;1;1,6
1852;105;0,47525;1;1;1,55
1852;106;0,48726;1;0;1,51
1852;107;0,49879;0;0;1,47
1852;108;0,50981;0;0;1,43
1852;109;0,52032;0;0;1,4
1852;110;1;0;0;1,39
1853;0;0,12823;1e+05;12823;41,33
1853;1;0,06193;87177;5399;46,36
1853;2;0,03564;81777;2915;48,38
1853;3;0,02395;78863;1889;49,15
1853;4;0,01658;76974;1276;49,35
1853;5;0,01209;75698;915;49,17
1853;6;0,01035;74783;774;48,77
1853;7;0,0095;74009;703;48,27
1853;8;0,00849;73306;623;47,73
1853;9;0,00844;72683;614;47,13
1853;10;0,00799;72069;576;46,53
1853;11;0,0076;71493;543;45,9
1853;12;0,00751;70950;533;45,25
1853;13;0,00764;70417;538;44,59
1853;14;0,00806;69879;564;43,93
1853;15;0,00875;69316;606;43,28
1853;16;0,00928;68709;638;42,66
1853;17;0,0096;68071;654;42,05
1853;18;0,00971;67418;655;41,46
1853;19;0,00957;66763;639;40,86
1853;20;0,0095;66124;628;40,25
1853;21;0,00937;65496;614;39,63
1853;22;0,00927;64882;601;39
1853;23;0,00938;64281;603;38,36
1853;24;0,00958;63677;610;37,72
1853;25;0,01007;63067;635;37,08
1853;26;0,00998;62432;623;36,45
1853;27;0,01002;61809;619;35,81
1853;28;0,0103;61190;630;35,17
1853;29;0,01006;60560;609;34,53
1853;30;0,01014;59951;608;33,88
1853;31;0,01017;59343;603;33,22
1853;32;0,01028;58739;604;32,55
1853;33;0,01057;58135;614;31,89
1853;34;0,01092;57521;628;31,22
1853;35;0,01146;56893;652;30,56
1853;36;0,01079;56241;607;29,91
1853;37;0,0109;55634;607;29,23
1853;38;0,01187;55028;653;28,55
1853;39;0,01194;54374;649;27,88
1853;40;0,01254;53725;674;27,22
1853;41;0,01237;53051;656;26,55
1853;42;0,01218;52395;638;25,88
1853;43;0,01264;51757;654;25,19
1853;44;0,01247;51103;637;24,51
1853;45;0,01205;50465;608;23,81
1853;46;0,01121;49857;559;23,1
1853;47;0,012;49298;592;22,35
1853;48;0,01388;48707;676;21,62
1853;49;0,01452;48031;698;20,92
1853;50;0,01583;47333;749;20,22
1853;51;0,01601;46583;746;19,53
1853;52;0,01592;45838;730;18,84
1853;53;0,01746;45108;788;18,14
1853;54;0,01906;44320;845;17,45
1853;55;0,01946;43476;846;16,78
1853;56;0,01867;42630;796;16,11
1853;57;0,0209;41834;874;15,4
1853;58;0,02607;40959;1068;14,72
1853;59;0,02822;39892;1126;14,1
1853;60;0,03078;38766;1193;13,5
1853;61;0,03221;37573;1210;12,91
1853;62;0,03376;36363;1228;12,32
1853;63;0,03817;35135;1341;11,74
1853;64;0,04285;33794;1448;11,18
1853;65;0,04621;32346;1495;10,66
1853;66;0,04432;30851;1367;10,15
1853;67;0,04849;29484;1430;9,6
1853;68;0,06039;28054;1694;9,06
1853;69;0,06511;26360;1716;8,62
1853;70;0,07068;24644;1742;8,18
1853;71;0,07286;22902;1669;7,76
1853;72;0,07586;21233;1611;7,34
1853;73;0,08493;19622;1666;6,9
1853;74;0,09553;17956;1715;6,49
1853;75;0,10435;16241;1695;6,12
1853;76;0,10335;14546;1503;5,78
1853;77;0,11814;13043;1541;5,39
1853;78;0,14356;11502;1651;5,04
1853;79;0,14609;9851;1439;4,8
1853;80;0,1538;8411;1294;4,54
1853;81;0,16475;7118;1173;4,27
1853;82;0,17671;5945;1051;4,02
1853;83;0,19001;4895;930;3,77
1853;84;0,20484;3965;812;3,54
1853;85;0,22077;3152;696;3,32
1853;86;0,23797;2456;585;3,12
1853;87;0,25667;1872;480;2,94
